"","seqnames","start","end","width","strand","value","area","cluster","indexStart","indexEnd","L","clusterL","p.value","fwer","p.valueArea","fwerArea"
"DMR_347","chr2",201450323,201451303,980,"*",-0.289667319062179,4.0553424668705,252057,79129,79142,14,14,0.010852059621475,0.924,0.0336370612968427,0.976
"DMR_348","chr22",44207613,44208549,936,"*",-0.288951283489051,4.04531796884671,286365,87951,87964,14,15,0.0109277213917442,0.924,0.0339180907292714,0.976
"DMR_349","chr5",19988018,19988944,926,"*",-0.279660204584616,3.91524286418462,340659,102381,102394,14,14,0.0120302214728104,0.924,0.0375066204048986,0.976
"DMR_350","chr13",43566262,43567153,891,"*",-0.313568704160481,3.76282444992577,118758,36883,36894,12,12,0.0157160305673552,0.924,0.0421003707426743,0.976
"DMR_351","chr12",45268999,45269833,834,"*",-0.337076045073021,3.70783649580324,98233,29904,29914,11,31,0.0175319130538171,0.924,0.0441216208912957,0.988
"DMR_352","chr3",8543014,8543732,718,"*",-0.366178326972807,3.66178326972807,289465,88570,88579,10,10,0.0192613249456857,0.924,0.0457321357155982,0.988
"DMR_353","chr17",46607828,46608570,742,"*",-0.299140666053616,3.88882865869701,187869,58816,58828,13,13,0.0134137509863052,0.928,0.0382308116346185,0.976
"DMR_354","chr22",50523686,50524124,438,"*",-0.310471521488862,3.72565825786635,288443,88253,88264,12,18,0.016310515905185,0.928,0.0434406649588724,0.984
"DMR_355","chr5",135364328,135364827,499,"*",-0.358999731187836,3.58999731187836,353244,106185,106194,10,14,0.0208394132970157,0.928,0.0484883859182637,0.988
"DMR_356","chr13",28543113,28543531,418,"*",-0.357576444452699,3.57576444452699,116553,36337,36346,10,10,0.0212285309726861,0.928,0.0490612536074451,0.988
"DMR_357","chr3",173114306,173115774,1468,"*",-0.356831103300857,3.56831103300857,312203,95373,95382,10,16,0.0213798545132246,0.928,0.0492774300939287,0.988
"DMR_358","chr11",34534785,34535579,794,"*",0.309111328407704,3.70933594089244,73248,22005,22016,12,15,0.0165266923916686,0.932,0.0440675767696748,0.988
"DMR_359","chr15",90233986,90234687,701,"*",-0.307605786496327,3.69126943795593,155098,47734,47745,12,19,0.0167644865268005,0.936,0.0447809591750705,0.988
"DMR_360","chr2",80531500,80531907,407,"*",-0.330650044654928,3.63715049120421,237636,75460,75470,11,15,0.0187749278510976,0.936,0.0466076504858567,0.988
"DMR_361","chr2",176986535,176987605,1070,"*",-0.328707437823119,3.61578181605431,249470,78255,78265,11,11,0.0191316190537955,0.936,0.0474939740804393,0.988
"DMR_362","chr3",181428242,181428697,455,"*",-0.293662548416111,3.81761312940945,313005,95529,95541,13,14,0.0142892657565637,0.94,0.0403925764994542,0.976
"DMR_363","chr20",61051317,61051795,478,"*",-0.293157881531352,3.81105245990758,272549,84356,84368,13,20,0.0143541187025087,0.94,0.0406411794589103,0.976
"DMR_364","chr9",21974514,21975497,983,"*",-0.307128970019864,3.68554764023837,436090,133008,133019,12,15,0.0168509571213939,0.94,0.044932282715609,0.988
"DMR_365","chr16",31213481,31214426,945,"*",-0.305885735361128,3.67062882433353,165406,51133,51144,12,15,0.01709956008085,0.94,0.0453646356885762,0.988
"DMR_366","chr6",30655400,30656070,670,"*",-0.30256318532616,3.63075822391392,368516,112414,112425,12,16,0.0176940454186798,0.94,0.0468886799182853,0.988
"DMR_367","chr1",150254280,150255241,961,"*",-0.291476151454531,3.78918996890891,25434,8366,8378,13,14,0.0145702951889923,0.944,0.0413113265670093,0.976
"DMR_368","chr7",27195602,27196365,763,"*",-0.291048531581655,3.78363091056151,393383,122736,122748,13,16,0.0146243393106132,0.944,0.041473458931872,0.976
"DMR_369","chr10",119301464,119302540,1076,"*",-0.290356890058086,3.77463957075512,62467,18486,18498,13,13,0.0147432363781791,0.944,0.041776106012949,0.976
"DMR_370","chr16",56622951,56623816,865,"*",-0.289607117678464,3.76489252982004,167555,51649,51661,13,14,0.0148621334457451,0.944,0.0420463266210534,0.976
"DMR_371","chr17",48172518,48173131,613,"*",-0.284393065654342,3.69710985350645,188501,59224,59236,13,14,0.0156619864457343,0.948,0.0445323562156144,0.988
"DMR_372","chr15",78632572,78633662,1090,"*",-0.284175517984514,3.69428173379869,152970,47080,47092,13,13,0.0156619864457343,0.948,0.0446188268102079,0.988
"DMR_373","chr3",187387555,187388389,834,"*",-0.280613060675752,3.64796978878478,314440,95962,95974,13,13,0.0162456629592399,0.948,0.0462617681074829,0.988
"DMR_374","chr17",80797881,80798706,825,"*",0.254585884481881,3.56420238274633,197193,61925,61938,14,14,0.0150242658106078,0.952,0.0494503712831155,0.988
"DMR_375","chr1",109656277,109657035,758,"*",-0.298919406340013,3.58703287608016,22788,7160,7171,12,12,0.0182669131078613,0.96,0.0486397094588022,0.988
"DMR_376","chr7",27204894,27205658,764,"*",-0.298388976756914,3.58066772108297,393392,122764,122775,12,15,0.0183425748781305,0.96,0.0488775035939341,0.988
