"","chr","start","end","value","area","cluster","indexStart","indexEnd","L","clusterL","p.value","fwer","p.valueArea","fwerArea"
"Block_925",7,127421927,127703101,-0.017598734141456,1.26710885818483,85,265944,266015,72,2152,0.0925204376875048,1,0.242321529238742,1
"Block_926",11,122513941,122776303,-0.0164027082860849,1.26300853802854,143,58748,58824,77,4825,0.116940740042574,1,0.243109338293744,1
"Block_927",4,77702233,78508595,0.014348233794717,1.2626445739351,49,210334,210421,88,4804,0.158070419103747,1,0.243203590844343,1
"Block_928",3,66446342,66909000,0.0170427060201941,1.26116024549436,31,191685,191758,74,4234,0.103718707708614,1,0.243454338195935,1
"Block_929",15,70310333,70632226,0.0147459859875357,1.25340880894054,173,100845,100929,85,7146,0.152080936265714,1,0.244930368705308,1
"Block_930",5,145670856,146326963,0.0147441930316391,1.25325640768932,61,231780,231864,85,8919,0.152121838315974,1,0.244967714055545,1
"Block_931",12,9759653,10153100,0.015264814184963,1.236449948982,144,62310,62390,81,4288,0.143688902562425,1,0.24827722342656,1
"Block_932",8,129067152,129540316,0.0124229277050312,1.22986984279809,98,282663,282761,99,4575,0.180564768396586,1,0.249641217885222,1
"Block_933",7,73213521,73456983,0.0156781935133215,1.22289909403907,79,261195,261272,78,309,0.135871275912783,1,0.251022995843996,1
"Block_934",9,107894426,108663839,0.0171905878679396,1.22053173862371,122,290594,290664,71,4720,0.102930898653611,1,0.251460469946774,1
"Block_935",15,76405949,77271666,0.0150340220525724,1.21775578625837,173,101896,101976,81,7146,0.150299029554399,1,0.252049103800512,1
"Block_936",10,134630968.75,135430378,-0.0140867993895113,1.21146474749798,135,44328,44413,86,6782,0.168809874821943,1,0.253391758059038,1
"Block_937",12,101917028,102335892,0.0154937553534219,1.20851291756691,151,71270,71347,78,7322,0.141446403198185,1,0.254056860963261,1
"Block_938",14,55844223,56404946,0.012316359707437,1.20700325132882,162,87353,87450,98,8366,0.184507370371622,1,0.254360958815192,1
"Block_939",7,114329926.5,115456904,0.01454613933563,1.19278342552166,83,264996,265077,82,1389,0.162871964134237,1,0.257400158984491,1
"Block_940",1,248074896,248904156.333333,-0.0164638028865944,1.1853938078348,16,28509,28580,72,5445,0.121203445019642,1,0.258790828693322,1
"Block_941",2,60869655,61557311,0.0127028927830833,1.18136902882675,17,148172,148264,93,10302,0.188798528948871,1,0.259651550098787,1
"Block_942",13,97872584,98532347,-0.012702082293688,1.18129365331298,156,82170,82262,93,2712,0.188818090798995,1,0.259672890298923,1
"Block_943",20,23321299,23754809,0.0178961651718819,1.18114690134421,197,169053,169118,66,2631,0.090868350527014,1,0.25971023564916,1
"Block_944",9,80719050,81967145,0.0161609774963236,1.17975135723162,118,288189,288261,73,2525,0.12856225736637,1,0.259976988150854,1
"Block_945",20,3086589,3708618,0.01525805633032,1.17487033743464,197,167176,167252,77,2631,0.149966478102287,1,0.260978199207212,1
"Block_946",6,32466447,32985255,-0.0160827904469131,1.17404370262466,63,241137,241209,73,4916,0.130742514480215,1,0.261120467208115,1
"Block_947",8,20186043,21366727,-0.014940606967338,1.16536734345237,91,272101,272178,78,3627,0.157951269652991,1,0.262914822369509,1
"Block_948",18,38318458,40025724,-0.0146975326281303,1.16110507762229,192,130644,130722,79,2350,0.163837608190369,1,0.263875131375607,1
"Block_949",1,78210563,78791274,0.0149822032417002,1.15362964961091,4,11911,11987,77,11588,0.158315831405306,1,0.265527218536098,1
"Block_950",12,14999304,15517124,0.0161192394214158,1.14446599892052,144,63077,63147,71,4288,0.132191869739418,1,0.267529640648813,1
"Block_951",17,77242501,77470008,-0.015447486852426,1.14311402707953,186,127123,127196,74,5635,0.148977715496008,1,0.267830181800722,1
"Block_952",1,8943881,9226944,0.013445794207448,1.14289250763308,2,1499,1583,85,2463,0.18877007534869,1,0.267885310651072,1
"Block_953",1,185665623,186325499.5,0.0180705907508571,1.138447217304,14,20853,20915,63,5433,0.0895701550187705,1,0.268847398007181,1
"Block_954",1,236963708,237850614.5,0.0152780769589153,1.13057769495973,16,27306,27379,74,5445,0.154246966579468,1,0.270652423268643,1
"Block_955",11,7461732.33333333,7663567,0.0180097669694963,1.11660555210877,136,45578,45639,62,3353,0.0917539688326377,1,0.274017061490008,1
"Block_956",4,184188847,184554854,0.0146373186720597,1.11243621907654,53,217743,217818,76,1164,0.171045260786137,1,0.274943581845892,1
"Block_957",22,46791661.5,47010079,-0.0176550198065705,1.11226624781394,207,183247,183309,63,5116,0.0992479357802244,1,0.274986262246163,1
"Block_958",11,94658955,95296357,0.0158675107638217,1.11072575346752,141,55482,55551,70,5490,0.141156532146344,1,0.275357937398523,1
"Block_959",18,20363710,20898196,0.014756831966349,1.10676239747617,188,129455,129529,75,685,0.169176214924269,1,0.276314689704598,1
"Block_960",16,1289972,1698273,0.0166420091652852,1.09837260490882,175,105649,105714,66,2234,0.12300313523107,1,0.278212189166647,1
"Block_961",8,30248242.5,30471340,-0.0166240226672173,1.09718549603634,91,273535,273600,66,3627,0.123557980434593,1,0.278470049918285,1
"Block_962",10,79161677,79452822,0.015400679587905,1.09344825074126,134,37080,37150,71,2324,0.154947636483917,1,0.279414353774281,1
"Block_963",9,97704571,97955481,-0.0168194846451192,1.09326650193275,118,289744,289808,65,2525,0.119158342506655,1,0.279446364074484,1
"Block_964",15,49355609,50116359,0.0164356478366649,1.08475275721989,173,97831,97896,66,7146,0.129168674720221,1,0.281537703687764,1
"Block_965",11,82586836,83003987,0.0157038446999085,1.08356528429369,141,54550,54618,69,5490,0.148076092040283,1,0.28183468813965,1
"Block_966",12,110752302,111165487,-0.0122902175559188,1.06924892736494,151,72594,72680,87,7322,0.211566744143449,1,0.285286465511569,1
"Block_967",15,61302584,62056759,-0.0156968679636472,1.06738702152801,173,99206,99273,68,7146,0.149801091551237,1,0.28568659426411,1
"Block_968",3,43070371,43440599,0.0166654581404995,1.06658932099197,31,188498,188561,64,4234,0.124744139892125,1,0.285914223065555,1
"Block_969",3,45653559,45948591,0.0161025987055235,1.04666891585903,31,188875,188939,65,4234,0.140791970394029,1,0.290909608247276,1
"Block_970",16,82705692,83436899,0.0143080972790787,1.04449110137274,182,114091,114163,73,6187,0.187937807543405,1,0.291505355501059,1
"Block_971",20,39785095,40057475,0.0158189547963493,1.04405101655906,198,171024,171089,66,1786,0.148664725894021,1,0.291610278151725,1
"Block_972",11,112223667.333333,112985231,-0.0133774221260957,1.04343892583546,143,56934,57011,78,4825,0.207192003115669,1,0.291798783252922,1
"Block_973",11,121336707,121680822,-0.0146070625262556,1.03710143936415,143,58553,58623,71,4825,0.181754484554141,1,0.293401076613097,1
"Block_974",12,80730195,81602112,0.0164598376610419,1.03696977264564,151,69416,69478,63,7322,0.132385709890649,1,0.29344731371339,1
"Block_975",16,9229746,10065677,-0.0129488361521836,1.03590689217469,175,106641,106720,80,2234,0.214629062862895,1,0.293703396115017,1
"Block_976",3,179736395,180949411,-0.0147693556005033,1.03385489203523,41,201549,201618,70,4229,0.177964820680077,1,0.29431337016889,1
"Block_977",5,4994629,5334452,-0.0151750291086541,1.03190197938848,54,219272,219339,68,2991,0.16744410201327,1,0.294852210222312,1
"Block_978",13,113088886,113414673,-0.0135620085123725,1.03071264694031,156,84047,84122,76,2712,0.206459322911017,1,0.295127854474062,1
"Block_979",3,38547167,38995463.1666667,0.0141152706404136,1.03041475675019,31,187936,188008,73,4234,0.194599506685707,1,0.295181204974401,1
"Block_980",1,13737267,14156840,-0.0137133094732599,1.02849821049449,4,2467,2541,75,11588,0.203854040144473,1,0.295609787327122,1
"Block_981",3,72582713,72846974.5,0.0180225824629337,1.02728720038722,32,192380,192436,57,980,0.0955471894067247,1,0.295890766628906,1
"Block_982",2,115052995,117519644,-0.0180158344703345,1.02690256480907,26,153503,153559,57,1216,0.09571968935782,1,0.295986797529516,1
"Block_983",15,89964499,90380256.5,0.0147887240276115,1.0204219579052,174,103735,103803,69,2561,0.179291469788501,1,0.297594425939725,1
"Block_984",8,41491017,41765170,0.0166145692233978,1.01348872262727,91,274685,274745,61,3627,0.130093416726093,1,0.299322982150701,1
"Block_985",21,38901167,39409758,0.0171769274414284,1.01343871904428,204,176752,176810,59,2976,0.115754580585042,1,0.29933543060078,1
"Block_986",17,65939445.3333333,66484111,0.0136519517143887,1.01024442686476,186,125067,125140,74,5635,0.208344373922987,1,0.300139244805884,1
"Block_987",4,85072658,85859683,-0.0140284042934256,1.01004510912664,49,210979,211050,72,4804,0.199792288718681,1,0.300213935506358,1
"Block_988",18,62640514,64321757,-0.0178564732039337,0.999962499420288,193,132994,133049,56,1182,0.100595925088784,1,0.302810326522846,1
"Block_989",20,50777350,51657552,0.0140383311367181,0.996721510706983,199,172989,173059,71,3637,0.201743138681069,1,0.3035590118776,1
"Block_990",6,298806,530274.5,0.0148454362175495,0.994644226575813,62,236288,236354,67,3405,0.181164072350392,1,0.304085403480942,1
"Block_991",14,34472924,34975147,0.0149802579447523,0.988697024353652,159,85806,85871,66,1956,0.177963042330065,1,0.305668134990993,1
"Block_992",1,26924211,27348381,-0.0133405580094981,0.98720129270286,4,5285,5358,74,11588,0.218877541039872,1,0.306109165793793,1
"Block_993",14,90259438,90927903,0.0120269873243,0.974185973268303,162,91693,91773,81,8366,0.233794340934594,1,0.309612515316039,1
"Block_994",2,127423290,127836879.5,-0.0144500650139844,0.968154355936957,27,154439,154505,67,4586,0.195534918791647,1,0.311317952976869,1
"Block_995",12,50203811,50488228,0.0160224435059514,0.961346610357084,147,66072,66131,60,2743,0.150997921108837,1,0.313199447288816,1
"Block_996",4,105492888,106159388,0.0161898140674455,0.955199029979283,49,212407,212465,59,4804,0.146767226431972,1,0.315016921000357,1
"Block_997",7,131485235,132040188,-0.0153923975497805,0.954328648086393,85,266559,266620,62,2152,0.170358817681778,1,0.315253441551859,1
"Block_998",20,47265427,47438518,0.0146618549463262,0.9530205715112,199,172221,172285,65,3637,0.191718579667413,1,0.315601998154073,1
"Block_999",2,119129496,119622889,-0.0172359081859241,0.947974950225828,26,153641,153695,55,1216,0.118237157200806,1,0.317120709063716,1
"Block_1000",7,152503493,154096365,-0.0155307474810993,0.947375596347057,87,268994,269054,61,1787,0.167063535110853,1,0.317296765714834,1
"Block_1001",8,119515726,119974400,-0.01426627006274,0.941573824140837,98,281085,281150,66,4575,0.204531591498776,1,0.318980863175528,1
"Block_1002",3,192538247,193106359,0.0138024390011826,0.93856585208042,41,203285,203352,68,4229,0.217789190832961,1,0.319905605181401,1
"Block_1003",4,5869315,6101652,-0.0176918704890206,0.937669135918093,42,205078,205130,53,1595,0.107465691182407,1,0.320181249433151,1
"Block_1004",18,43694029,44071427,0.0142324689482488,0.925110481636169,192,130960,131024,65,2350,0.208145198721722,1,0.323723722655646,1
"Block_1005",8,39127558,39917412,0.0149034207731747,0.924012087936834,91,274429,274490,62,3627,0.1888661062493,1,0.324029598857588,1
"Block_1006",7,150131512,150461585,-0.0153732094646407,0.922392567878442,87,268569,268628,60,1787,0.174690878309287,1,0.324484856460479,1
"Block_1007",10,129254198,129828762.666667,-0.0131763904480841,0.922347331365889,135,43505,43574,70,6782,0.235044520992533,1,0.324511531710648,1
"Block_1008",2,213793434,214353312,0.0153563121115204,0.921378726691225,29,162248,162307,60,6382,0.175323970913307,1,0.324765835762263,1
"Block_1009",5,32917061,33423493,-0.0148486645853828,0.920617204293734,54,221451,221512,62,2991,0.191089043763415,1,0.324965010963528,1
"Block_1010",12,69989206,70583810,0.0155916451331796,0.919907062857598,149,68569,68627,59,1016,0.168390184219278,1,0.325197974815007,1
"Block_1011",8,61747722,62248720,-0.0115405798724046,0.911705809919962,93,276257,276335,79,2266,0.248463950177746,1,0.327751685431223,1
"Block_1012",2,55893701,56574420,0.014020308176073,0.911320031444742,17,147844,147908,65,10302,0.216704397326073,1,0.327860164781912,1
"Block_1013",18,56992617,57397165.5,-0.015661184273396,0.908348687856968,192,132360,132417,58,2350,0.167195133011689,1,0.328795576887852,1
"Block_1014",11,4614940.33333333,5026374,-0.0146041485235842,0.905457208462223,136,45176,45237,62,3353,0.200761489474835,1,0.329636736443193,1
"Block_1015",3,36633795,36961477,0.018100516983146,0.905025849157298,31,187657,187706,50,4234,0.100103322135656,1,0.32975588589395,1
"Block_1016",14,105195664.4,105546698,0.0119030376919808,0.904630864590538,162,94539,94614,76,8366,0.252623510854159,1,0.329873256994695,1
"Block_1017",8,69534911,70101609,0.0163705317471854,0.900379246095194,93,276906,276960,55,2266,0.145826479275998,1,0.331148333952792,1
"Block_1018",6,123637666,125341187,0.0140488595183687,0.899127009175597,71,248534,248597,64,6164,0.218039938184554,1,0.33157158125548,1
"Block_1019",2,134698183,135050894,-0.013925022216736,0.891201421871102,27,155143,155206,64,4586,0.223165142917099,1,0.334057714571266,1
"Block_1020",11,103746841,104540147,-0.0162018753484611,0.891103144165363,143,56140,56194,55,4825,0.151815962114031,1,0.334087946521458,1
"Block_1021",5,137193140,137660939,0.0150938369444452,0.890536379722268,61,230618,230676,59,8919,0.187359843789735,1,0.334264003172576,1
"Block_1022",1,158369111.666667,158817808,-0.0164743557537955,0.889615210704958,14,17389,17442,54,5433,0.143375912960437,1,0.334569879374519,1
"Block_1023",3,107765568,108213011,0.0130161341146921,0.885097119799063,40,194138,194205,68,6216,0.246936347518046,1,0.335981889283485,1
"Block_1024",8,46941033,47833599.8,-0.0201083424441668,0.884767067543338,92,274981,275024,44,400,0.0627117347982195,1,0.336092146984185,1
"Block_1025",5,55808800,56036032,0.0176338013798875,0.881690068994375,56,223385,223434,50,1346,0.112484194914275,1,0.337114698240678,1
"Block_1026",10,78798112.5,79117696,0.0125831114649196,0.880817802544368,134,37002,37071,70,2324,0.254755752517699,1,0.337390342492429,1
"Block_1027",16,88117533,88668734,0.0114321433561611,0.880275038424401,182,115417,115493,77,6187,0.256832865330889,1,0.337578847593626,1
"Block_1028",6,51154725,51952944.6,0.0159614911963542,0.877882015799483,63,243837,243891,55,4916,0.160428511218721,1,0.338274182448041,1
"Block_1029",14,31731725,32413997,0.0123495802671325,0.876820198966411,159,85548,85618,71,1956,0.258737478192983,1,0.338667197800537,1
"Block_1030",10,36726597,37892265.5,0.0166902748874228,0.867894294145987,124,33374,33425,52,2232,0.13896382658242,1,0.341476990818379,1
"Block_1031",3,197234117,197562632,0.0135350662250942,0.866244238406027,41,204168,204231,64,4229,0.239063592018054,1,0.342033614371913,1
"Block_1032",13,40621619,41006654,-0.0141982632356154,0.866094057372538,152,78466,78526,61,4049,0.219391484193136,1,0.342088743222264,1
"Block_1033",3,127995956,128316462,0.0106557848623099,0.8631185738471,40,196585,196665,81,6216,0.247544543221908,1,0.343024155328203,1
"Block_1034",18,34423826,34997519,0.0200279018602901,0.861199779992475,190,130484,130526,43,653,0.0647052651608784,1,0.343635907732088,1
"Block_1035",11,46911290,47244606,0.0143367573681321,0.860205442087925,137,49897,49956,60,2426,0.216261588173261,1,0.343998691134392,1
"Block_1036",19,31701539,32453258,0.0145418995879308,0.857972075687917,196,137195,137253,59,3817,0.210007131183545,1,0.344704696088875,1
"Block_1037",9,5478508,5890839,0.0150462928181381,0.857638690633871,99,285466,285522,57,659,0.193150151426503,1,0.344830958939677,1
"Block_1038",17,15151869,15443873,-0.0135402966097119,0.853038686411849,183,118138,118200,63,3381,0.241843153085704,1,0.346262530698767,1
"Block_1039",17,66925642,67413885,0.0137314020866167,0.851346929370235,186,125190,125251,62,5635,0.236787304003599,1,0.346787143952098,1
"Block_1040",1,216755247,217496539,-0.0193321221908203,0.850613376396092,16,24506,24549,44,5445,0.0769065245883564,1,0.347028999553634,1
"Block_1041",6,31132626.5,31543318.4666667,-0.0120913177644028,0.846392243508198,63,240792,240861,70,4916,0.269391573110636,1,0.348455236262691,1
"Block_1042",12,50790101,51194162,0.0136425405337624,0.84583751309327,147,66193,66254,62,2743,0.240518282327291,1,0.34861884446373,1
"Block_1043",21,18090938,18962890,-0.0159132578944728,0.843402668407061,202,175052,175104,53,376,0.165375880950137,1,0.349401318468698,1
"Block_1044",17,46108280,46534565.8,0.0133817287939026,0.843048914015862,186,122435,122497,63,5635,0.248230986326267,1,0.3495275813195,1
"Block_1045",10,16895852,17131781,-0.0179006082939152,0.841328589814017,123,31098,31144,47,2628,0.108164582736845,1,0.350048637872809,1
"Block_1046",10,22886226,23112840,0.0158613380994081,0.840650919268628,124,31614,31666,53,2232,0.167328509262536,1,0.350267374924198,1
"Block_1047",4,55264204,55796460,0.0158598082104622,0.840569835154496,48,208953,209005,53,609,0.167387194812909,1,0.350292271824356,1
"Block_1048",7,99220897.5,99510609,-0.0171224272319953,0.838998934367769,82,263445,263493,49,1532,0.128829009868064,1,0.350841781977845,1
"Block_1049",2,138734074,139373145,0.0132714043033385,0.836098471110328,27,155532,155594,63,4586,0.25284402625556,1,0.351761188933684,1
"Block_1050",11,130259787.5,130563143,0.0157606325759028,0.835313526522848,143,59933,59985,53,4825,0.171381368938272,1,0.352022606385344,1
"Block_1051",1,204524025,204700595,0.0138996944340419,0.833981666042516,15,22786,22845,60,1780,0.235019624092375,1,0.352508095938426,1
"Block_1052",13,47161297,47418771,0.0151479362661429,0.833136494637858,152,79372,79426,55,4049,0.192694893823613,1,0.352762399990041,1
"Block_1053",3,193640347,193917170,0.0143527792307368,0.832461195382737,41,203448,203505,58,4229,0.220309112798963,1,0.353014925691645,1
"Block_1054",13,31742644,32348533,-0.0159194316458544,0.827810445584427,152,77659,77710,52,4049,0.167091988711034,1,0.354512296401153,1
"Block_1055",17,39676671,39884801,0.0147532371881148,0.826181282534427,185,121314,121369,56,1784,0.20757790506812,1,0.355093816854846,1
"Block_1056",5,154996395,156169341,-0.0150108099651507,0.825594548083286,61,233084,233138,55,8919,0.198561670510867,1,0.355282321956043,1
"Block_1057",2,165545776,165925489,0.0149866705289625,0.824266879092939,27,157674,157728,55,4586,0.199566438267247,1,0.355799821809329,1
"Block_1058",5,40333950,40619143,0.0168207259467639,0.824215571391432,55,222368,222416,49,1147,0.138819780231506,1,0.35582827540951,1
"Block_1059",8,122598941,123146896,0.0155123582663384,0.822154988115934,98,281425,281477,53,4575,0.181555309352876,1,0.356596522614388,1
"Block_1060",1,36718014,37042454,-0.0110912405508331,0.820751800761653,4,6834,6907,74,11588,0.27195595382692,1,0.357099795667584,1
"Block_1061",17,54665356,55094231.5,0.0116857475774117,0.818002330418817,186,123369,123438,70,5635,0.278916415771119,1,0.357951625322993,1
"Block_1062",11,88781113,90372594,0.0156934267625448,0.816058191652332,141,55073,55124,52,5490,0.176076212968084,1,0.358533145776685,1
"Block_1063",2,167163138,167816565,-0.0189484304753836,0.814782510441495,27,157839,157881,43,4586,0.0859387642957112,1,0.358942166279283,1
"Block_1064",7,3723660,4147273,0.0123448824927355,0.814762244520541,73,254813,254878,66,6281,0.276734380307263,1,0.358945722979305,1
"Block_1065",14,51368390,51836755.5,0.0131106540491465,0.812860551047082,162,86727,86788,62,8366,0.262534255467093,1,0.359580593933337,1
"Block_1066",20,1607919,1972677,0.0124808961415842,0.811258249202974,197,166962,167026,65,2631,0.275859432101707,1,0.360126547386804,1
"Block_1067",20,22034546,22506900,-0.0168117602431197,0.806964491669744,197,168885,168932,48,2631,0.14042207359168,1,0.36159368614612,1
"Block_1068",9,127329721,127684119,0.0152234270102561,0.806841631543574,122,292733,292785,53,4720,0.193539610078977,1,0.361623918096312,1
"Block_1069",9,134631193,134882190.333333,0.0152197942791732,0.80664909679618,122,294050,294102,53,4720,0.193715666730094,1,0.361691495396741,1
"Block_1070",11,45043197,45228482,0.016801735091929,0.80648328441259,137,49527,49574,48,2426,0.140754625043792,1,0.361762629397193,1
"Block_1071",9,114546028.5,114847090,0.0139021159497923,0.806322725087956,122,291235,291292,58,4720,0.240329777226094,1,0.361815979897531,1
"Block_1072",22,37276018,37488150,0.0131696929744507,0.803351271441496,207,181287,181347,61,5116,0.263378971722456,1,0.362898995054409,1
"Block_1073",2,130457576,131104999,0.0140483684282943,0.800757000412775,27,154827,154883,57,4586,0.236253799000212,1,0.363827293760303,1
"Block_1074",21,37470219,37822920,0.0153307174812594,0.797197309025487,204,176531,176582,52,2976,0.191190409714059,1,0.36503301506796,1
"Block_1075",15,48043013,48484419,0.0159415220644155,0.797076103220775,173,97659,97708,50,7146,0.169779075578097,1,0.365081030518265,1
"Block_1076",1,150971821,151381210,0.0117150222854141,0.796621515408162,14,16085,16152,68,5433,0.286364145618412,1,0.365235746969247,1
"Block_1077",5,171699239,171969338,-0.0132625384937316,0.795752309623897,61,234737,234796,60,8919,0.262872141969238,1,0.365530953071122,1
"Block_1078",3,98189197,98445144,0.020338383258358,0.793196947075962,39,193278,193316,39,667,0.0620110648937703,1,0.366384561076542,1
"Block_1079",1,145486610,145805585,0.0178800973368425,0.786724282821069,9,15788,15831,44,62,0.111790638409871,1,0.368659070740985,1
"Block_1080",11,32281570,32645557,0.0201641499357077,0.786401847492601,137,48286,48324,39,2426,0.0649168888122222,1,0.368788890291809,1
"Block_1081",8,133153112,133699791,-0.0187072956446591,0.785706417075681,98,283244,283285,42,4575,0.0927765200891309,1,0.369027189193323,1
"Block_1082",6,72331841,73135072,-0.0196112807363264,0.784451229453057,65,244947,244986,40,536,0.0744630716728405,1,0.369496673596304,1
"Block_1083",16,46885157,47362879,0.0124351183036471,0.783412453129769,182,109662,109724,63,6187,0.285062393410146,1,0.369886132248777,1
"Block_1084",3,186656591,186928338,-0.015051483660526,0.782677150347351,41,202473,202524,52,4229,0.203343653691232,1,0.370119096100256,1
"Block_1085",22,22835350,23112692,0.013449059191803,0.780045433124576,207,179009,179066,58,5116,0.260819926056207,1,0.371054508206196,1
"Block_1086",2,112823286,113326152,0.0157701985146744,0.772739727219045,26,153197,153245,49,1216,0.178514330833566,1,0.373734481673214,1
"Block_1087",1,182204167.5,182556001.5,0.0137796569840226,0.771660791105264,14,20296,20351,56,5433,0.25140000604639,1,0.374122161975676,1
"Block_1088",12,99473742,100205130,-0.0187339118213717,0.76809038467624,151,71098,71138,41,7322,0.0929792519904182,1,0.375221182282654,1
"Block_1089",12,47268492,47696024,0.0144578311196767,0.766265049342863,147,65623,65675,53,2743,0.227466971594415,1,0.375904068686991,1
"Block_1090",4,4258763,4536384,0.0119515075106388,0.764896480680882,42,204886,204949,64,1595,0.296664348883819,1,0.376441130390401,1
"Block_1091",17,30778209,31023674,0.0201131606204312,0.764300103576387,184,119972,120009,38,1262,0.0663431255212788,1,0.376661645791801,1
"Block_1092",6,76425457,76783470,0.0201026787540198,0.763901792652751,65,245251,245288,38,536,0.0665369656725097,1,0.376791465342626,1
"Block_1093",22,26038875,26320109,-0.0131669445939859,0.763682786451184,207,179594,179651,58,5116,0.273485334836632,1,0.376860820993066,1
"Block_1094",17,25823633,25959633,-0.0149294801911578,0.761403489749049,184,119227,119277,51,1262,0.211228857641303,1,0.377629068197945,1
"Block_1095",9,82975989,84027287,0.0194441637585435,0.758322386583197,118,288316,288354,39,2525,0.0783452097474921,1,0.378786774055296,1
"Block_1096",20,485592,756728,0.0168494923963085,0.758227157833881,197,166803,166847,45,2631,0.142943773907693,1,0.378829454455567,1
"Block_1097",17,37860970,38118893.5714286,0.0126262789440656,0.757576736643937,185,120874,120933,60,1784,0.289294866437022,1,0.379058861607024,1
"Block_1098",16,27671904,27876419,0.0145411014221121,0.756137273949831,177,109003,109054,52,1356,0.226419523437764,1,0.379620820210592,1
"Block_1099",20,44299581,44633977.5,0.0132089697693845,0.752911276854917,199,171639,171695,57,3637,0.274881339595496,1,0.380785639467989,1
"Block_1100",8,57034981,57744378,-0.0188208063633229,0.752832254532916,93,275839,275878,40,2266,0.0914463142806841,1,0.380822984818226,1
"Block_1101",8,102248210,102498895,0.0156045407006771,0.7490179536325,97,279607,279654,48,2233,0.187539457140876,1,0.382192314326921,1
"Block_1102",3,190837949,191120015,0.0155931191913586,0.748469721185211,41,203139,203186,48,4229,0.1881103074945,1,0.382382597778129,1
"Block_1103",5,53204647,53496835,-0.0182134241396452,0.746750389725453,56,222978,223018,41,1346,0.106123036923881,1,0.383049479032364,1
"Block_1104",12,77513620,78236266,-0.0151675674747194,0.743210806261252,151,69150,69198,49,7322,0.204709426499905,1,0.384372571440766,1
"Block_1105",3,171763227,171908086,-0.0134925901197232,0.742092456584773,41,200786,200840,55,4229,0.267933326101377,1,0.384785148643386,1
"Block_1106",13,75928707,76221088,0.018375504606557,0.73502018426228,155,80991,81030,40,943,0.1027086049022,1,0.387586049911171,1
"Block_1107",19,15276069,15590607.75,-0.017870237439529,0.73267973502069,194,135993,136033,41,2682,0.115658549684432,1,0.388530353767168,1
"Block_1108",4,182102403,182742371,-0.0209126695877733,0.731943435572065,53,217504,217538,35,1164,0.0553635925515588,1,0.388816668118986,1
"Block_1109",3,3505881,4211558,-0.0208621943171528,0.730176801100347,30,184118,184152,35,3632,0.0560482573059064,1,0.389503111223345,1
"Block_1110",17,37220888,37566278,0.0140134020437838,0.728696906276755,185,120790,120841,52,1784,0.251684542048197,1,0.390121977027275,1
"Block_1111",13,45277814,45606303,0.0139167965068432,0.723673418355848,152,79083,79134,52,4049,0.256557221079138,1,0.392159966140216,1
"Block_1112",7,141617883,141985279.75,-0.0157188279985491,0.723066087933258,85,267928,267973,46,2152,0.185896261730441,1,0.392410713491808,1
"Block_1113",4,69418707,70183748,-0.0190243126403567,0.722923880333555,49,209585,209622,38,4804,0.0880478874091041,1,0.392460507292124,1
"Block_1114",20,52224799,52431565,0.0138931953935701,0.722446160465647,199,173118,173169,52,3637,0.25774338053667,1,0.392675687643491,1
"Block_1115",2,108799141,109040048,0.0175718608926821,0.720446296599968,23,152737,152777,41,1900,0.124537851290815,1,0.393458161648459,1
"Block_1116",10,23336600,23846419,-0.0123983918833097,0.719106729231962,124,31693,31750,58,2232,0.306367026545431,1,0.393982774901791,1
"Block_1117",5,9712704.5,10104138,-0.0159798610585554,0.719093747634991,54,219768,219812,45,2991,0.176547475721076,1,0.393997001701881,1
"Block_1118",12,45826932,46176063,0.0210533834271114,0.715815036521787,147,65445,65478,34,2743,0.0538057579416666,1,0.39526140855991,1
"Block_1119",8,110356766.333333,110693312,0.0183330080440884,0.714987313719448,97,280430,280468,39,2233,0.104659454864588,1,0.395624191962214,1
"Block_1120",15,37974776,38378237,-0.0165716821844341,0.712582333930666,173,96328,96370,43,7146,0.156171141291687,1,0.396538263868018,1
"Block_1121",13,73647575,73976090,0.0173548678685829,0.711549582611899,155,80786,80826,41,943,0.131516096735127,1,0.397004191570977,1
"Block_1122",2,174292986,174793951,0.0136587664682031,0.710255856346563,27,158657,158708,52,4586,0.269464485461099,1,0.39746300587389,1
"Block_1123",12,46466053,46760160.3333333,-0.0168624298609456,0.708222054159716,147,65511,65552,42,2743,0.147046427383745,1,0.398305943779243,1
"Block_1124",12,208386.5,403055,0.0121840485217551,0.706674814261793,144,60563,60620,58,4288,0.314787513848901,1,0.398917696183127,1
"Block_1125",10,45398814,45604781,0.0176595339802755,0.706381359211018,126,33740,33779,40,384,0.122969346580855,1,0.399029732233839,1
"Block_1126",11,114211304,114717311,-0.0146484476211953,0.703125485817374,143,57236,57283,48,4825,0.231631867320862,1,0.400239010241518,1
"Block_1127",6,19844462,20320423,0.016223555812553,0.697612899939778,62,239277,239319,43,3405,0.16990711677891,1,0.402408597255295,1
"Block_1128",9,138949384,139249135.666667,0.0146750700208528,0.689728290980084,122,294971,295017,47,4720,0.232455243376091,1,0.405597178825542,1
"Block_1129",2,42343543,42789698,0.0116710019190564,0.688589113224328,17,146204,146262,59,10302,0.327003000076469,1,0.406082668378625,1
"Block_1130",18,11090284.5,11534220,-0.0149157612368524,0.686125016895209,187,128884,128929,46,1436,0.222971302765868,1,0.407098106235073,1
